category,cost ,material,materialpreference,shelflifemonths,size,sustainabilityscore,volumeinlitres
Pharmaceutical Packaging,399.13,Biodegradable Plastic,Biodegradable,65,Large,0.85,20
Pharmaceutical Packaging,2.18,Aluminum,Recyclable,2,Small,0.8,0.5
Pharmaceutical Packaging,99.29,Biodegradable Foam,Biodegradable,10,Large,0.7,5
Pharmaceutical Packaging,99.04,Aluminum,Recyclable,34,Medium,0.9,10
Pharmaceutical Packaging,198.14,Aluminum,Recyclable,16,Large,0.8,10
Pharmaceutical Packaging,100.92,Aluminum,Recyclable,36,Medium,0.7,10
Pharmaceutical Packaging,101.28,Biodegradable Plastic,Biodegradable,21,Large,0.85,5
Pharmaceutical Packaging,11.55,Glass,Recyclable,1,Large,0.8,0.5
Pharmaceutical Packaging,200.99,Biodegradable Plastic,Biodegradable,37,Medium,0.95,20
Pharmaceutical Packaging,19.77,Aluminum,Recyclable,4,Medium,0.8,2
Pharmaceutical Packaging,5.76,Recycled Cardboard,Recyclable,2,Small,0.7,1
Pharmaceutical Packaging,25.06,Biodegradable Foam,Biodegradable,17,Small,0.9,5
Pharmaceutical Packaging,51.37,Biodegradable Plastic,Biodegradable,20,Medium,0.8,5
Pharmaceutical Packaging,8.99,Recycled Cardboard,Recyclable,7,Small,0.7,2
Pharmaceutical Packaging,19.83,Biodegradable Foam,Biodegradable,3,Large,0.8,1
Pharmaceutical Packaging,10.33,Aluminum,Recyclable,1,Medium,0.7,1
Pharmaceutical Packaging,11.74,Recycled Cardboard,Recyclable,2,Medium,1,1
Pharmaceutical Packaging,3.1,Aluminum,Recyclable,2,Small,0.85,0.5
Pharmaceutical Packaging,1.13,Recycled Cardboard,Recyclable,1,Small,0.85,0.5
Pharmaceutical Packaging,398.81,Glass,Recyclable,65,Large,0.95,20
Pharmaceutical Packaging,11.66,Biodegradable Foam,Biodegradable,1,Large,0.95,0.5
Pharmaceutical Packaging,10.62,Glass,Recyclable,2,Large,0.8,0.5
Pharmaceutical Packaging,20.61,Biodegradable Plastic,Biodegradable,4,Large,0.8,1
Pharmaceutical Packaging,401.64,Recycled Cardboard,Recyclable,53,Large,0.95,20
Pharmaceutical Packaging,9.15,Biodegradable Foam,Biodegradable,2,Large,0.8,0.5
Pharmaceutical Packaging,198.16,Biodegradable Foam,Biodegradable,10,Large,0.9,10
Pharmaceutical Packaging,39.19,Glass,Recyclable,9,Large,0.7,2
Pharmaceutical Packaging,26.72,Biodegradable Plastic,Biodegradable,17,Small,0.8,5
Pharmaceutical Packaging,18.89,Recycled Cardboard,Recyclable,3,Medium,0.85,2
Pharmaceutical Packaging,101.48,Paper,Recyclable,78,Small,0.85,20
Pharmaceutical Packaging,23.48,Paper,Recyclable,23,Small,1,5
Pharmaceutical Packaging,198.45,Biodegradable Foam,Biodegradable,21,Large,0.9,10
Pharmaceutical Packaging,198.44,Glass,Recyclable,24,Large,1,10
Pharmaceutical Packaging,39.62,Recycled Cardboard,Recyclable,10,Large,0.95,2
Pharmaceutical Packaging,11.18,Biodegradable Foam,Biodegradable,2,Large,0.85,0.5
Pharmaceutical Packaging,1.11,Recycled Cardboard,Recyclable,1,Small,1,0.5
Pharmaceutical Packaging,38.27,Biodegradable Plastic,Biodegradable,9,Large,0.7,2
Pharmaceutical Packaging,26.22,Biodegradable Plastic,Biodegradable,16,Small,0.7,5
Pharmaceutical Packaging,24.13,Recycled Cardboard,Recyclable,25,Small,0.9,5
Pharmaceutical Packaging,99.73,Recycled Cardboard,Recyclable,16,Large,0.95,5
Pharmaceutical Packaging,4.62,Biodegradable Foam,Biodegradable,2,Medium,1,0.5
Pharmaceutical Packaging,25.97,Glass,Recyclable,25,Small,1,5
Pharmaceutical Packaging,26.49,Glass,Recyclable,16,Small,0.8,5
Pharmaceutical Packaging,99.43,Glass,Recyclable,54,Small,0.9,20
Pharmaceutical Packaging,3.28,Aluminum,Recyclable,2,Medium,0.9,0.5
Pharmaceutical Packaging,8.56,Glass,Recyclable,1,Medium,0.8,1
Pharmaceutical Packaging,99.59,Recycled Cardboard,Recyclable,33,Medium,0.9,10
Pharmaceutical Packaging,8.89,Biodegradable Foam,Biodegradable,1,Large,0.8,0.5
Pharmaceutical Packaging,24.57,Biodegradable Plastic,Biodegradable,23,Small,0.9,5
Pharmaceutical Packaging,200.83,Aluminum,Recyclable,12,Large,0.8,10
Pharmaceutical Packaging,11.99,Aluminum,Recyclable,4,Medium,0.95,1
Pharmaceutical Packaging,98.45,Recycled Cardboard,Recyclable,20,Medium,0.9,10
Pharmaceutical Packaging,11.9,Recycled Cardboard,Recyclable,1,Large,0.8,0.5
Pharmaceutical Packaging,399.38,Aluminum,Recyclable,67,Large,0.9,20
Pharmaceutical Packaging,8.55,Biodegradable Foam,Biodegradable,3,Medium,0.9,1
Pharmaceutical Packaging,200.56,Paper,Recyclable,85,Medium,1,20
Pharmaceutical Packaging,99.94,Recycled Cardboard,Recyclable,47,Medium,0.7,10
Pharmaceutical Packaging,48.04,Paper,Recyclable,27,Small,1,10
Pharmaceutical Packaging,198.24,Biodegradable Plastic,Biodegradable,59,Medium,0.95,20
Pharmaceutical Packaging,99.7,Recycled Cardboard,Recyclable,45,Medium,0.9,10
Pharmaceutical Packaging,101.47,Glass,Recyclable,25,Large,0.7,5
Pharmaceutical Packaging,11.2,Paper,Recyclable,1,Large,0.95,0.5
Pharmaceutical Packaging,3.02,Aluminum,Recyclable,1,Small,0.85,1
Pharmaceutical Packaging,6.04,Recycled Cardboard,Recyclable,1,Medium,1,0.5
Pharmaceutical Packaging,10.32,Biodegradable Foam,Biodegradable,3,Medium,0.9,1
Pharmaceutical Packaging,49.45,Glass,Recyclable,38,Small,0.8,10
Pharmaceutical Packaging,199.06,Biodegradable Foam,Biodegradable,90,Medium,0.7,20
Pharmaceutical Packaging,41.5,Recycled Cardboard,Recyclable,10,Large,0.8,2
Pharmaceutical Packaging,3.66,Biodegradable Plastic,Biodegradable,1,Medium,0.95,0.5
Pharmaceutical Packaging,4.05,Glass,Recyclable,3,Small,0.8,1
Pharmaceutical Packaging,50.94,Biodegradable Plastic,Biodegradable,9,Medium,0.9,5
Pharmaceutical Packaging,9.24,Aluminum,Recyclable,2,Medium,1,1
Pharmaceutical Packaging,41.94,Paper,Recyclable,9,Large,0.85,2
Pharmaceutical Packaging,398.59,Biodegradable Plastic,Biodegradable,30,Large,0.8,20
Pharmaceutical Packaging,198.18,Recycled Cardboard,Recyclable,14,Large,0.85,10
Pharmaceutical Packaging,21.67,Recycled Cardboard,Recyclable,5,Large,1,1
Pharmaceutical Packaging,98.33,Glass,Recyclable,8,Large,1,5
Pharmaceutical Packaging,24.94,Recycled Cardboard,Recyclable,25,Small,0.85,5
Pharmaceutical Packaging,98.77,Biodegradable Foam,Biodegradable,20,Large,0.85,5
Pharmaceutical Packaging,5.1,Glass,Recyclable,2,Medium,0.7,0.5
Pharmaceutical Packaging,11.89,Biodegradable Foam,Biodegradable,1,Large,0.8,0.5
Pharmaceutical Packaging,198.39,Biodegradable Foam,Biodegradable,21,Medium,0.7,20
Pharmaceutical Packaging,201.49,Biodegradable Plastic,Biodegradable,32,Large,0.9,10
Pharmaceutical Packaging,9.48,Aluminum,Recyclable,8,Small,0.8,2
Pharmaceutical Packaging,38.59,Paper,Recyclable,8,Large,0.7,2
Pharmaceutical Packaging,21.78,Glass,Recyclable,5,Large,0.85,1
Pharmaceutical Packaging,399.96,Biodegradable Plastic,Biodegradable,86,Large,0.9,20
Pharmaceutical Packaging,101.02,Recycled Cardboard,Recyclable,22,Large,0.8,5
Pharmaceutical Packaging,98.16,Paper,Recyclable,29,Medium,0.85,10
Pharmaceutical Packaging,8.63,Biodegradable Plastic,Biodegradable,4,Medium,0.8,1
Pharmaceutical Packaging,99.62,Biodegradable Foam,Biodegradable,14,Large,0.95,5
Pharmaceutical Packaging,11.03,Aluminum,Recyclable,7,Small,0.95,2
Pharmaceutical Packaging,99.33,Biodegradable Plastic,Biodegradable,22,Medium,0.95,10
Pharmaceutical Packaging,100.97,Recycled Cardboard,Recyclable,20,Medium,0.9,10
Pharmaceutical Packaging,201.26,Biodegradable Plastic,Biodegradable,30,Large,0.8,10
Pharmaceutical Packaging,39.03,Aluminum,Recyclable,5,Large,0.7,2
Pharmaceutical Packaging,101.38,Biodegradable Plastic,Biodegradable,43,Medium,0.85,10
Pharmaceutical Packaging,98.86,Glass,Recyclable,18,Large,0.85,5
Pharmaceutical Packaging,200.13,Biodegradable Foam,Biodegradable,40,Medium,0.8,20
Pharmaceutical Packaging,98.33,Biodegradable Foam,Biodegradable,71,Small,0.85,20
Pharmaceutical Packaging,49.26,Recycled Cardboard,Recyclable,16,Medium,0.7,5
Pharmaceutical Packaging,41.89,Recycled Cardboard,Recyclable,9,Large,0.8,2
Pharmaceutical Packaging,8.6,Paper,Recyclable,1,Medium,0.7,1
Pharmaceutical Packaging,25.28,Aluminum,Recyclable,21,Small,0.95,5
Pharmaceutical Packaging,4.83,Biodegradable Plastic,Biodegradable,4,Small,0.85,1
Pharmaceutical Packaging,21.52,Glass,Recyclable,6,Medium,0.7,2
Pharmaceutical Packaging,8.38,Recycled Cardboard,Recyclable,4,Small,0.7,2
Pharmaceutical Packaging,49.68,Recycled Cardboard,Recyclable,8,Medium,1,5
Pharmaceutical Packaging,38.74,Glass,Recyclable,3,Large,0.7,2
Pharmaceutical Packaging,18.59,Recycled Cardboard,Recyclable,8,Medium,0.8,2
Pharmaceutical Packaging,48.03,Glass,Recyclable,30,Small,0.85,10
Pharmaceutical Packaging,100.75,Paper,Recyclable,49,Medium,0.7,10
Pharmaceutical Packaging,3.08,Biodegradable Foam,Biodegradable,1,Medium,0.85,0.5
Pharmaceutical Packaging,10.61,Aluminum,Recyclable,1,Large,0.85,0.5
Pharmaceutical Packaging,4.86,Biodegradable Foam,Biodegradable,1,Medium,1,0.5
Pharmaceutical Packaging,24.8,Biodegradable Plastic,Biodegradable,23,Small,0.8,5
Pharmaceutical Packaging,99.54,Recycled Cardboard,Recyclable,14,Large,0.95,5
Pharmaceutical Packaging,4.47,Aluminum,Recyclable,3,Small,0.85,1
Pharmaceutical Packaging,99.92,Biodegradable Plastic,Biodegradable,29,Small,0.95,20
Pharmaceutical Packaging,50.14,Biodegradable Foam,Biodegradable,19,Medium,0.9,5
Pharmaceutical Packaging,99.2,Biodegradable Foam,Biodegradable,31,Small,1,20
Pharmaceutical Packaging,39.72,Recycled Cardboard,Recyclable,4,Large,0.9,2
Pharmaceutical Packaging,98.18,Aluminum,Recyclable,13,Medium,0.85,10
Pharmaceutical Packaging,401.63,Biodegradable Plastic,Biodegradable,84,Large,0.7,20
Pharmaceutical Packaging,50.9,Paper,Recyclable,22,Medium,0.8,5
Pharmaceutical Packaging,39.68,Glass,Recyclable,3,Large,0.95,2
Pharmaceutical Packaging,1.45,Biodegradable Plastic,Biodegradable,1,Small,0.95,0.5
Pharmaceutical Packaging,101.79,Paper,Recyclable,29,Medium,0.7,10
Pharmaceutical Packaging,38.16,Biodegradable Foam,Biodegradable,3,Large,0.95,2
Pharmaceutical Packaging,51.54,Recycled Cardboard,Recyclable,11,Medium,0.9,5
Pharmaceutical Packaging,3.32,Glass,Recyclable,2,Medium,0.95,0.5
Pharmaceutical Packaging,398.91,Biodegradable Plastic,Biodegradable,97,Large,1,20
Pharmaceutical Packaging,3.96,Biodegradable Plastic,Biodegradable,1,Small,0.95,0.5
Pharmaceutical Packaging,200.77,Recycled Cardboard,Recyclable,90,Medium,0.7,20
Pharmaceutical Packaging,10.42,Aluminum,Recyclable,2,Medium,0.8,1
Pharmaceutical Packaging,10.34,Paper,Recyclable,4,Medium,0.85,1
Pharmaceutical Packaging,2.65,Biodegradable Foam,Biodegradable,1,Small,0.85,0.5
Pharmaceutical Packaging,100.21,Biodegradable Foam,Biodegradable,23,Large,0.9,5
Pharmaceutical Packaging,18.53,Biodegradable Plastic,Biodegradable,5,Medium,0.9,2
Pharmaceutical Packaging,10.99,Biodegradable Plastic,Biodegradable,2,Large,0.9,0.5
Pharmaceutical Packaging,199.87,Biodegradable Plastic,Biodegradable,49,Large,0.95,10
Pharmaceutical Packaging,11.78,Paper,Recyclable,3,Medium,0.9,1
Pharmaceutical Packaging,18.49,Biodegradable Foam,Biodegradable,5,Large,0.85,1
Pharmaceutical Packaging,23.96,Recycled Cardboard,Recyclable,11,Small,0.9,5
Pharmaceutical Packaging,18.51,Biodegradable Plastic,Biodegradable,1,Large,1,1
Pharmaceutical Packaging,48.25,Biodegradable Plastic,Biodegradable,34,Small,0.8,10
Pharmaceutical Packaging,399.99,Biodegradable Foam,Biodegradable,90,Large,0.85,20
Pharmaceutical Packaging,3.19,Aluminum,Recyclable,3,Small,1,1
Pharmaceutical Packaging,398.18,Biodegradable Plastic,Biodegradable,37,Large,0.8,20
Pharmaceutical Packaging,49.46,Recycled Cardboard,Recyclable,6,Medium,0.95,5
Pharmaceutical Packaging,24.49,Aluminum,Recyclable,18,Small,0.8,5
Pharmaceutical Packaging,199.5,Biodegradable Foam,Biodegradable,39,Medium,0.8,20
Pharmaceutical Packaging,20.83,Biodegradable Foam,Biodegradable,2,Large,0.9,1
Pharmaceutical Packaging,3.01,Biodegradable Plastic,Biodegradable,1,Medium,0.9,0.5
Pharmaceutical Packaging,398.91,Biodegradable Foam,Biodegradable,85,Large,0.8,20
Pharmaceutical Packaging,10.69,Paper,Recyclable,2,Large,0.95,0.5
Pharmaceutical Packaging,100.19,Biodegradable Plastic,Biodegradable,11,Large,0.9,5
Pharmaceutical Packaging,6.79,Glass,Recyclable,3,Small,0.9,1
Pharmaceutical Packaging,399.03,Aluminum,Recyclable,97,Large,1,20
Pharmaceutical Packaging,5.98,Recycled Cardboard,Recyclable,2,Medium,0.8,0.5
Pharmaceutical Packaging,6.45,Biodegradable Foam,Biodegradable,4,Small,1,1
Pharmaceutical Packaging,99.51,Biodegradable Plastic,Biodegradable,17,Large,0.7,5
Pharmaceutical Packaging,100.2,Aluminum,Recyclable,32,Medium,0.9,10
Pharmaceutical Packaging,8.74,Paper,Recyclable,9,Small,1,2
Pharmaceutical Packaging,20.27,Recycled Cardboard,Recyclable,2,Large,0.9,1
Pharmaceutical Packaging,20.07,Biodegradable Plastic,Biodegradable,4,Large,0.7,1
Pharmaceutical Packaging,40.11,Aluminum,Recyclable,7,Large,0.95,2
Pharmaceutical Packaging,19.72,Paper,Recyclable,5,Medium,0.85,2
Pharmaceutical Packaging,19.45,Biodegradable Plastic,Biodegradable,3,Medium,0.85,2
Pharmaceutical Packaging,48.75,Paper,Recyclable,30,Small,0.9,10
Pharmaceutical Packaging,51.23,Biodegradable Foam,Biodegradable,6,Medium,1,5
Pharmaceutical Packaging,101.41,Recycled Cardboard,Recyclable,5,Large,0.95,5
Pharmaceutical Packaging,49.39,Recycled Cardboard,Recyclable,15,Small,0.7,10
Pharmaceutical Packaging,4.58,Biodegradable Plastic,Biodegradable,5,Small,0.7,1
Pharmaceutical Packaging,399.5,Aluminum,Recyclable,85,Large,0.7,20
Pharmaceutical Packaging,101.64,Biodegradable Plastic,Biodegradable,86,Small,1,20
Pharmaceutical Packaging,8.38,Biodegradable Plastic,Biodegradable,8,Small,0.85,2
Pharmaceutical Packaging,6.58,Glass,Recyclable,1,Small,0.7,1
Pharmaceutical Packaging,201.84,Biodegradable Plastic,Biodegradable,52,Medium,0.9,20
Pharmaceutical Packaging,3.21,Recycled Cardboard,Recyclable,2,Small,0.7,0.5
Pharmaceutical Packaging,9.08,Aluminum,Recyclable,2,Small,1,2
Pharmaceutical Packaging,10.67,Aluminum,Recyclable,4,Small,0.7,2
Pharmaceutical Packaging,198.65,Paper,Recyclable,24,Large,0.8,10
Pharmaceutical Packaging,199.51,Recycled Cardboard,Recyclable,90,Medium,1,20
Pharmaceutical Packaging,201.08,Aluminum,Recyclable,66,Medium,0.9,20
Pharmaceutical Packaging,101.92,Paper,Recyclable,19,Large,0.8,5
Pharmaceutical Packaging,401.54,Aluminum,Recyclable,78,Large,0.95,20
Pharmaceutical Packaging,51.74,Aluminum,Recyclable,25,Medium,0.95,5
Pharmaceutical Packaging,11.81,Recycled Cardboard,Recyclable,2,Large,0.7,0.5
Pharmaceutical Packaging,20.17,Biodegradable Plastic,Biodegradable,4,Large,0.8,1
Pharmaceutical Packaging,3.3,Aluminum,Recyclable,2,Small,0.9,1
Pharmaceutical Packaging,20.33,Recycled Cardboard,Recyclable,9,Medium,0.8,2
Pharmaceutical Packaging,21.63,Aluminum,Recyclable,5,Large,0.7,1
Pharmaceutical Packaging,40.35,Glass,Recyclable,10,Large,0.85,2
Pharmaceutical Packaging,8.65,Recycled Cardboard,Recyclable,2,Large,0.7,0.5
Pharmaceutical Packaging,8.33,Paper,Recyclable,9,Small,0.95,2
Pharmaceutical Packaging,48.03,Biodegradable Foam,Biodegradable,13,Medium,0.8,5
Pharmaceutical Packaging,48.1,Recycled Cardboard,Recyclable,12,Small,0.7,10
Pharmaceutical Packaging,50.84,Recycled Cardboard,Recyclable,7,Medium,0.85,5
Pharmaceutical Packaging,100.16,Biodegradable Plastic,Biodegradable,99,Small,0.95,20
Pharmaceutical Packaging,8.98,Biodegradable Plastic,Biodegradable,2,Large,0.95,0.5
Pharmaceutical Packaging,3.01,Glass,Recyclable,1,Small,1,0.5
Pharmaceutical Packaging,201.38,Aluminum,Recyclable,32,Medium,1,20
Pharmaceutical Packaging,51.75,Paper,Recyclable,13,Medium,0.7,5
Pharmaceutical Packaging,1.41,Biodegradable Plastic,Biodegradable,2,Small,0.7,0.5
Pharmaceutical Packaging,50.3,Biodegradable Plastic,Biodegradable,6,Medium,1,5
Pharmaceutical Packaging,98.12,Recycled Cardboard,Recyclable,11,Medium,0.7,10
Pharmaceutical Packaging,199.75,Biodegradable Plastic,Biodegradable,81,Medium,0.7,20
Pharmaceutical Packaging,48.4,Biodegradable Plastic,Biodegradable,47,Small,1,10
Pharmaceutical Packaging,98.15,Aluminum,Recyclable,78,Small,0.7,20
Pharmaceutical Packaging,9.03,Biodegradable Foam,Biodegradable,2,Large,0.8,0.5
Pharmaceutical Packaging,99.25,Biodegradable Plastic,Biodegradable,45,Medium,0.85,10
Pharmaceutical Packaging,399.3,Biodegradable Plastic,Biodegradable,96,Large,0.8,20
Pharmaceutical Packaging,50.06,Glass,Recyclable,45,Small,0.7,10
Pharmaceutical Packaging,10.44,Biodegradable Plastic,Biodegradable,9,Small,1,2
Pharmaceutical Packaging,4.76,Aluminum,Recyclable,2,Small,0.85,1
Pharmaceutical Packaging,10.25,Glass,Recyclable,2,Medium,1,1
Pharmaceutical Packaging,200.44,Glass,Recyclable,15,Large,1,10
Pharmaceutical Packaging,1.37,Paper,Recyclable,1,Small,0.9,0.5
Pharmaceutical Packaging,10.73,Aluminum,Recyclable,1,Large,0.7,0.5
Pharmaceutical Packaging,98.88,Recycled Cardboard,Recyclable,10,Large,1,5
Pharmaceutical Packaging,3.51,Aluminum,Recyclable,2,Medium,0.95,0.5
Pharmaceutical Packaging,200.39,Biodegradable Plastic,Biodegradable,21,Large,0.8,10
Pharmaceutical Packaging,198.7,Glass,Recyclable,39,Large,0.8,10
Pharmaceutical Packaging,24.7,Paper,Recyclable,12,Small,0.8,5
Pharmaceutical Packaging,18.15,Biodegradable Foam,Biodegradable,10,Medium,0.7,2
Pharmaceutical Packaging,100.04,Biodegradable Plastic,Biodegradable,97,Small,1,20
Pharmaceutical Packaging,198.78,Recycled Cardboard,Recyclable,41,Large,0.8,10
Pharmaceutical Packaging,51.63,Biodegradable Foam,Biodegradable,10,Small,0.8,10
Pharmaceutical Packaging,1.05,Paper,Recyclable,2,Small,0.85,0.5
Pharmaceutical Packaging,40.29,Aluminum,Recyclable,8,Large,0.95,2
Pharmaceutical Packaging,2.5,Biodegradable Plastic,Biodegradable,1,Small,0.8,0.5
Pharmaceutical Packaging,201.13,Glass,Recyclable,70,Medium,0.8,20
Pharmaceutical Packaging,9.4,Aluminum,Recyclable,5,Small,0.85,2
Pharmaceutical Packaging,400.72,Aluminum,Recyclable,71,Large,0.7,20
Pharmaceutical Packaging,24.92,Glass,Recyclable,21,Small,0.85,5
Pharmaceutical Packaging,398.74,Recycled Cardboard,Recyclable,88,Large,0.8,20
Pharmaceutical Packaging,198.32,Aluminum,Recyclable,48,Medium,0.9,20
Pharmaceutical Packaging,24.12,Biodegradable Foam,Biodegradable,25,Small,0.9,5
Pharmaceutical Packaging,8.88,Biodegradable Foam,Biodegradable,4,Medium,0.95,1
Pharmaceutical Packaging,38.57,Recycled Cardboard,Recyclable,6,Large,1,2
Pharmaceutical Packaging,48.31,Glass,Recyclable,28,Small,0.95,10
Pharmaceutical Packaging,98.23,Glass,Recyclable,14,Medium,1,10
Pharmaceutical Packaging,51.22,Recycled Cardboard,Recyclable,44,Small,0.8,10
Pharmaceutical Packaging,3.68,Recycled Cardboard,Recyclable,1,Medium,0.9,0.5
Pharmaceutical Packaging,49.24,Glass,Recyclable,33,Small,0.7,10
Pharmaceutical Packaging,3.14,Recycled Cardboard,Recyclable,1,Medium,0.7,0.5
Pharmaceutical Packaging,200.37,Recycled Cardboard,Recyclable,89,Medium,0.8,20
Pharmaceutical Packaging,5.44,Biodegradable Plastic,Biodegradable,1,Medium,1,0.5
Pharmaceutical Packaging,20.67,Paper,Recyclable,5,Large,1,1
Pharmaceutical Packaging,198.4,Paper,Recyclable,33,Medium,1,20
Pharmaceutical Packaging,6.15,Glass,Recyclable,1,Medium,0.7,0.5
Pharmaceutical Packaging,400.31,Glass,Recyclable,60,Large,0.9,20
Pharmaceutical Packaging,20.42,Recycled Cardboard,Recyclable,10,Medium,0.95,2
Pharmaceutical Packaging,50.96,Biodegradable Foam,Biodegradable,15,Small,0.85,10
Pharmaceutical Packaging,0.76,Glass,Recyclable,2,Small,0.8,0.5
Pharmaceutical Packaging,3.21,Paper,Recyclable,2,Small,0.7,1
Pharmaceutical Packaging,48.75,Paper,Recyclable,22,Medium,1,5
Pharmaceutical Packaging,99.62,Paper,Recyclable,16,Large,1,5
Pharmaceutical Packaging,6.35,Biodegradable Foam,Biodegradable,4,Small,0.85,1
Pharmaceutical Packaging,199.68,Recycled Cardboard,Recyclable,70,Medium,0.8,20
Pharmaceutical Packaging,101,Biodegradable Plastic,Biodegradable,86,Small,0.85,20
Pharmaceutical Packaging,199.17,Glass,Recyclable,34,Large,0.8,10
Pharmaceutical Packaging,101.25,Recycled Cardboard,Recyclable,39,Medium,0.7,10
Pharmaceutical Packaging,18.79,Glass,Recyclable,4,Large,0.7,1
Pharmaceutical Packaging,9.85,Biodegradable Plastic,Biodegradable,5,Medium,0.95,1
Pharmaceutical Packaging,51.38,Glass,Recyclable,20,Small,0.8,10
Pharmaceutical Packaging,4.9,Paper,Recyclable,2,Medium,0.85,0.5
Pharmaceutical Packaging,49.01,Biodegradable Plastic,Biodegradable,34,Small,0.8,10
Pharmaceutical Packaging,10.19,Glass,Recyclable,4,Medium,0.8,1
Pharmaceutical Packaging,2.37,Recycled Cardboard,Recyclable,1,Small,0.8,0.5
Pharmaceutical Packaging,2.87,Glass,Recyclable,2,Small,1,0.5
Pharmaceutical Packaging,198.41,Biodegradable Foam,Biodegradable,87,Medium,0.9,20
Pharmaceutical Packaging,6.78,Paper,Recyclable,2,Medium,0.7,0.5
Pharmaceutical Packaging,98.42,Glass,Recyclable,13,Large,1,5
Pharmaceutical Packaging,10.07,Aluminum,Recyclable,4,Medium,0.7,1
Pharmaceutical Packaging,10.28,Glass,Recyclable,5,Medium,0.8,1
Pharmaceutical Packaging,9.03,Recycled Cardboard,Recyclable,2,Large,0.7,0.5
Pharmaceutical Packaging,51.05,Glass,Recyclable,42,Small,0.7,10
Pharmaceutical Packaging,25.45,Biodegradable Foam,Biodegradable,24,Small,0.85,5
Pharmaceutical Packaging,18.45,Biodegradable Plastic,Biodegradable,5,Large,0.95,1
Pharmaceutical Packaging,51.5,Recycled Cardboard,Recyclable,5,Medium,0.7,5
Pharmaceutical Packaging,198.43,Aluminum,Recyclable,57,Medium,0.7,20
Pharmaceutical Packaging,198.35,Aluminum,Recyclable,23,Large,0.95,10
Pharmaceutical Packaging,99.09,Glass,Recyclable,60,Small,0.95,20
Pharmaceutical Packaging,49.9,Recycled Cardboard,Recyclable,19,Medium,0.95,5
Pharmaceutical Packaging,21.26,Recycled Cardboard,Recyclable,7,Medium,0.7,2
Pharmaceutical Packaging,50.48,Recycled Cardboard,Recyclable,10,Small,0.95,10
Pharmaceutical Packaging,25.06,Recycled Cardboard,Recyclable,24,Small,0.85,5
Pharmaceutical Packaging,98.58,Biodegradable Foam,Biodegradable,27,Small,0.95,20
Pharmaceutical Packaging,25.93,Biodegradable Foam,Biodegradable,10,Small,1,5
Pharmaceutical Packaging,198.96,Glass,Recyclable,83,Medium,0.8,20
Pharmaceutical Packaging,10.64,Biodegradable Plastic,Biodegradable,3,Medium,0.8,1
Pharmaceutical Packaging,8.49,Aluminum,Recyclable,1,Large,0.9,0.5
Pharmaceutical Packaging,3.97,Paper,Recyclable,3,Small,0.95,1
Pharmaceutical Packaging,199.06,Biodegradable Plastic,Biodegradable,41,Large,0.8,10
Pharmaceutical Packaging,41.01,Paper,Recyclable,6,Large,0.8,2
Pharmaceutical Packaging,6.13,Recycled Cardboard,Recyclable,5,Small,0.8,1
Pharmaceutical Packaging,19.36,Recycled Cardboard,Recyclable,1,Large,0.9,1
Pharmaceutical Packaging,3.85,Biodegradable Foam,Biodegradable,1,Medium,0.7,0.5
Pharmaceutical Packaging,25.54,Biodegradable Foam,Biodegradable,21,Small,1,5
Pharmaceutical Packaging,101.71,Recycled Cardboard,Recyclable,16,Medium,0.8,10
Pharmaceutical Packaging,39.57,Recycled Cardboard,Recyclable,3,Large,1,2
Pharmaceutical Packaging,101.54,Biodegradable Plastic,Biodegradable,67,Small,0.7,20
Pharmaceutical Packaging,199.47,Glass,Recyclable,51,Medium,0.9,20
Pharmaceutical Packaging,9.73,Biodegradable Plastic,Biodegradable,3,Medium,1,1
Pharmaceutical Packaging,25.76,Paper,Recyclable,13,Small,0.7,5
Pharmaceutical Packaging,49.23,Glass,Recyclable,19,Medium,1,5
Pharmaceutical Packaging,6.83,Glass,Recyclable,2,Medium,0.95,0.5
Pharmaceutical Packaging,10.6,Biodegradable Plastic,Biodegradable,8,Small,0.7,2
Pharmaceutical Packaging,101.47,Paper,Recyclable,43,Medium,0.95,10
Pharmaceutical Packaging,198.75,Biodegradable Plastic,Biodegradable,48,Medium,0.85,20
Pharmaceutical Packaging,400.08,Paper,Recyclable,55,Large,0.95,20
Pharmaceutical Packaging,11.69,Biodegradable Foam,Biodegradable,9,Small,0.9,2
Pharmaceutical Packaging,18.36,Glass,Recyclable,2,Large,0.85,1
Pharmaceutical Packaging,98.88,Glass,Recyclable,38,Medium,0.85,10
Pharmaceutical Packaging,100.44,Recycled Cardboard,Recyclable,76,Small,0.85,20
Pharmaceutical Packaging,98.38,Glass,Recyclable,30,Small,0.85,20
Pharmaceutical Packaging,201.97,Paper,Recyclable,84,Medium,0.95,20
Pharmaceutical Packaging,201.26,Biodegradable Plastic,Biodegradable,33,Medium,0.95,20
Pharmaceutical Packaging,99.55,Aluminum,Recyclable,44,Medium,0.95,10
Pharmaceutical Packaging,51.65,Biodegradable Foam,Biodegradable,43,Small,0.9,10
Pharmaceutical Packaging,39.59,Biodegradable Plastic,Biodegradable,9,Large,0.9,2
Pharmaceutical Packaging,11.84,Glass,Recyclable,3,Medium,0.95,1
Pharmaceutical Packaging,101.08,Biodegradable Foam,Biodegradable,38,Medium,0.85,10
Pharmaceutical Packaging,40.23,Aluminum,Recyclable,7,Large,0.85,2
Pharmaceutical Packaging,98.63,Glass,Recyclable,15,Large,0.95,5
